Unnamed: 0,Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2,Team1_runs,Team2_runs,Total_runs
2889,ODI # 3025,Bangladesh,England,Winner1stInning,Bristol,"Jul 10, 2010",Bangladesh,England,Away,Home,First,Second,179,200,379
2890,ODI # 3026,Bangladesh,England,Winner1stInning,Birmingham,"Jul 12, 2010",England,England,Away,Home,Second,First,281,199,480
2891,ODI # 3027,Bangladesh,Ireland,Winner2ndInning,Belfast,"Jul 15, 2010",Ireland,Ireland,Away,Home,First,Second,169,264,433
2892,ODI # 3028,Bangladesh,Ireland,Winner2ndInning,Belfast,"Jul 16, 2010",Bangladesh,Ireland,Away,Home,Second,First,162,208,370
2893,ODI # 3029,Netherlands,Bangladesh,Winner2ndInning,Glasgow,"Jul 20, 2010",Netherlands,Scotland,Neutral,Neutral,Second,First,227,194,421
2894,ODI # 3030,New Zealand,India,Winner1stInning,Dambulla,"Aug 10, 2010",New Zealand,Sri Lanka,Neutral,Neutral,First,Second,178,176,354
2895,ODI # 3031,New Zealand,Sri Lanka,Winner2ndInning,Dambulla,"Aug 13, 2010",Sri Lanka,Sri Lanka,Away,Home,First,Second,155,279,434
2896,ODI # 3032,India,Sri Lanka,Winner2ndInning,Dambulla,"Aug 16, 2010",India,Sri Lanka,Away,Home,Second,First,221,280,501
2897,ODI # 3033,Afghanistan,Scotland,Winner2ndInning,Ayr,"Aug 16, 2010",Afghanistan,Scotland,Away,Home,Second,First,195,178,373
2898,ODI # 3034,Netherlands,Ireland,Winner1stInning,Dublin,"Aug 16, 2010",Ireland,Ireland,Away,Home,Second,First,164,224,388
2899,ODI # 3035,Afghanistan,Scotland,Winner2ndInning,Ayr,"Aug 17, 2010",Scotland,Scotland,Away,Home,First,Second,226,169,395
2900,ODI # 3036,Netherlands,Ireland,Winner2ndInning,Dublin,"Aug 18, 2010",Ireland,Ireland,Away,Home,First,Second,268,172,440
2901,ODI # 3038,India,Sri Lanka,Winner2ndInning,Dambulla,"Aug 22, 2010",Sri Lanka,Sri Lanka,Away,Home,First,Second,227,291,518
2902,ODI # 3039,New Zealand,India,Winner1stInning,Dambulla,"Aug 25, 2010",India,Sri Lanka,Neutral,Neutral,Second,First,187,153,340
2903,ODI # 3040,India,Sri Lanka,Winner1stInning,Dambulla,"Aug 28, 2010",Sri Lanka,Sri Lanka,Away,Home,Second,First,172,286,458
2904,ODI # 3041,Ireland,Canada,Winner1stInning,Toronto,"Sep 6, 2010",Canada,Canada,Away,Home,Second,First,270,216,486
2905,ODI # 3042,Ireland,Canada,Winner1stInning,Toronto,"Sep 7, 2010",Ireland,Canada,Away,Home,First,Second,287,256,543
2906,ODI # 3043,Pakistan,England,Winner1stInning,Chester,"Sep 10, 2010",England,England,Away,Home,Second,First,150,244,394
2907,ODI # 3044,Pakistan,England,Winner2ndInning,Leeds,"Sep 12, 2010",England,England,Away,Home,First,Second,234,266,500
2908,ODI # 3045,Pakistan,England,Winner1stInning,The Oval,"Sep 17, 2010",Pakistan,England,Away,Home,First,Second,264,217,481
2909,ODI # 3046,Pakistan,England,Winner1stInning,Lord's,"Sep 20, 2010",Pakistan,England,Away,Home,First,Second,192,165,357
2910,ODI # 3047,Pakistan,England,Winner1stInning,Southampton,"Sep 22, 2010",England,England,Away,Home,Second,First,272,274,546
2911,ODI # 3048,Ireland,Zimbabwe,Winner2ndInning,Harare,"Sep 26, 2010",Zimbabwe,Zimbabwe,Away,Home,First,Second,221,180,401
2912,ODI # 3049,Ireland,Zimbabwe,Winner2ndInning,Harare,"Sep 28, 2010",Zimbabwe,Zimbabwe,Away,Home,First,Second,150,214,364
2913,ODI # 3050,Ireland,Zimbabwe,Winner1stInning,Harare,"Sep 30, 2010",Ireland,Zimbabwe,Away,Home,First,Second,272,272,544
2914,ODI # 3051,New Zealand,Bangladesh,Winner1stInning,Dhaka,"Oct 5, 2010",Bangladesh,Bangladesh,Away,Home,Second,First,173,202,375
2915,ODI # 3052,Afghanistan,Kenya,Winner1stInning,Nairobi,"Oct 7, 2010",Kenya,Kenya,Away,Home,Second,First,181,179,360
2916,ODI # 3053,Afghanistan,Kenya,Winner2ndInning,Nairobi,"Oct 9, 2010",Afghanistan,Kenya,Away,Home,Second,First,283,217,500
2917,ODI # 3054,New Zealand,Bangladesh,Winner2ndInning,Dhaka,"Oct 11, 2010",Bangladesh,Bangladesh,Away,Home,First,Second,258,204,462
2918,ODI # 3055,Afghanistan,Kenya,Winner2ndInning,Nairobi,"Oct 11, 2010",Kenya,Kenya,Away,Home,First,Second,198,167,365
2919,ODI # 3056,New Zealand,Bangladesh,Winner1stInning,Dhaka,"Oct 14, 2010",Bangladesh,Bangladesh,Away,Home,Second,First,206,186,392
2920,ODI # 3057,Zimbabwe,South Africa,Winner1stInning,Bloemfontein,"Oct 15, 2010",South Africa,South Africa,Away,Home,Second,First,157,274,431
2921,ODI # 3058,New Zealand,Bangladesh,Winner1stInning,Dhaka,"Oct 17, 2010",Bangladesh,Bangladesh,Away,Home,Second,First,224,262,486
2922,ODI # 3059,Zimbabwe,South Africa,Winner2ndInning,Potchefstroom,"Oct 17, 2010",South Africa,South Africa,Away,Home,First,Second,195,202,397
2923,ODI # 3060,Australia,India,Winner2ndInning,Visakhapatnam,"Oct 20, 2010",India,India,Away,Home,First,Second,190,259,449
2924,ODI # 3061,Zimbabwe,South Africa,Winner1stInning,Benoni,"Oct 22, 2010",South Africa,South Africa,Away,Home,Second,First,241,285,526
2925,ODI # 3062,South Africa,Pakistan,Winner2ndInning,Abu Dhabi,"Oct 29, 2010",South Africa,U.A.E.,Neutral,Neutral,Second,First,191,229,420
2926,ODI # 3063,South Africa,Pakistan,Winner2ndInning,Abu Dhabi,"Oct 31, 2010",Pakistan,U.A.E.,Neutral,Neutral,First,Second,248,293,541
2927,ODI # 3064,South Africa,Pakistan,Winner1stInning,Dubai,"Nov 2, 2010",South Africa,U.A.E.,Neutral,Neutral,First,Second,180,157,337
2928,ODI # 3065,Sri Lanka,Australia,Winner2ndInning,Melbourne,"Nov 3, 2010",Sri Lanka,Australia,Away,Home,Second,First,258,297,555
2929,ODI # 3066,Sri Lanka,Australia,Winner1stInning,Sydney,"Nov 5, 2010",Sri Lanka,Australia,Away,Home,First,Second,167,268,435
2930,ODI # 3067,South Africa,Pakistan,Winner2ndInning,Dubai,"Nov 5, 2010",Pakistan,U.A.E.,Neutral,Neutral,First,Second,186,255,441
2931,ODI # 3068,Sri Lanka,Australia,Winner2ndInning,Brisbane,"Nov 7, 2010",Australia,Australia,Away,Home,First,Second,255,258,513
2932,ODI # 3069,South Africa,Pakistan,Winner1stInning,Dubai,"Nov 8, 2010",South Africa,U.A.E.,Neutral,Neutral,First,Second,268,249,517
2933,ODI # 3070,New Zealand,India,Winner1stInning,Guwahati,"Nov 28, 2010",India,India,Away,Home,Second,First,205,180,385
2934,ODI # 3071,Zimbabwe,Bangladesh,Winner1stInning,Dhaka,"Dec 1, 2010",Zimbabwe,Bangladesh,Away,Home,First,Second,223,284,507
2935,ODI # 3072,New Zealand,India,Winner2ndInning,Jaipur,"Dec 1, 2010",India,India,Away,Home,First,Second,231,192,423
2936,ODI # 3073,Zimbabwe,Bangladesh,Winner2ndInning,Dhaka,"Dec 3, 2010",Bangladesh,Bangladesh,Away,Home,First,Second,247,193,440
2937,ODI # 3074,New Zealand,India,Winner2ndInning,Vadodara,"Dec 4, 2010",India,India,Away,Home,First,Second,246,284,530
2938,ODI # 3075,Zimbabwe,Bangladesh,Winner1stInning,Dhaka,"Dec 6, 2010",Bangladesh,Bangladesh,Away,Home,Second,First,155,187,342
2939,ODI # 3076,New Zealand,India,Winner2ndInning,Bengaluru,"Dec 7, 2010",India,India,Away,Home,First,Second,273,161,434
2940,ODI # 3077,New Zealand,India,Winner2ndInning,Chennai,"Dec 10, 2010",India,India,Away,Home,First,Second,261,240,501
2941,ODI # 3078,Zimbabwe,Bangladesh,Winner2ndInning,Chittagong,"Dec 12, 2010",Bangladesh,Bangladesh,Away,Home,First,Second,231,298,529
2942,ODI # 3079,India,South Africa,Winner1stInning,Durban,"Jan 12, 2011",South Africa,South Africa,Away,Home,Second,First,259,223,482
2943,ODI # 3080,India,South Africa,Winner1stInning,Johannesburg,"Jan 15, 2011",India,South Africa,Away,Home,First,Second,207,262,469
2944,ODI # 3081,England,Australia,Winner2ndInning,Melbourne,"Jan 16, 2011",Australia,Australia,Away,Home,First,Second,223,228,451
2945,ODI # 3082,India,South Africa,Winner2ndInning,Cape Town,"Jan 18, 2011",India,South Africa,Away,Home,Second,First,175,298,473
2946,ODI # 3083,England,Australia,Winner1stInning,Hobart,"Jan 21, 2011",Australia,Australia,Away,Home,Second,First,163,226,389
2947,ODI # 3084,India,South Africa,Winner1stInning,Port Elizabeth,"Jan 21, 2011",South Africa,South Africa,Away,Home,Second,First,257,150,407
2948,ODI # 3085,Pakistan,New Zealand,Winner2ndInning,Wellington,"Jan 22, 2011",New Zealand,New Zealand,Away,Home,First,Second,255,181,436
2949,ODI # 3086,England,Australia,Winner2ndInning,Sydney,"Jan 23, 2011",Australia,Australia,Away,Home,First,Second,252,232,484
2950,ODI # 3087,India,South Africa,Winner1stInning,Centurion,"Jan 23, 2011",South Africa,South Africa,Away,Home,Second,First,169,192,361
2951,ODI # 3089,England,Australia,Winner1stInning,Adelaide,"Jan 26, 2011",England,Australia,Away,Home,First,Second,240,203,443
2952,ODI # 3090,Pakistan,New Zealand,Winner1stInning,Christchurch,"Jan 29, 2011",Pakistan,New Zealand,Away,Home,First,Second,171,191,362
2953,ODI # 3091,England,Australia,Winner1stInning,Brisbane,"Jan 30, 2011",Australia,Australia,Away,Home,Second,First,180,226,406
2954,ODI # 3093,Pakistan,New Zealand,Winner2ndInning,Napier,"Feb 1, 2011",Pakistan,New Zealand,Away,Home,Second,First,271,187,458
2955,ODI # 3094,England,Australia,Winner2ndInning,Sydney,"Feb 2, 2011",Australia,Australia,Away,Home,First,Second,242,233,475
2956,ODI # 3095,Pakistan,New Zealand,Winner1stInning,Hamilton,"Feb 3, 2011",Pakistan,New Zealand,Away,Home,First,Second,267,166,433
2957,ODI # 3096,West Indies,Sri Lanka,Winner2ndInning,Colombo,"Feb 3, 2011",Sri Lanka,Sri Lanka,Away,Home,First,Second,183,192,375
2958,ODI # 3097,Pakistan,New Zealand,Winner1stInning,Auckland,"Feb 5, 2011",New Zealand,New Zealand,Away,Home,Second,First,198,293,491
2959,ODI # 3098,England,Australia,Winner1stInning,Perth,"Feb 6, 2011",Australia,Australia,Away,Home,Second,First,298,171,469
2960,ODI # 3099,West Indies,Sri Lanka,Winner1stInning,Colombo,"Feb 6, 2011",Sri Lanka,Sri Lanka,Away,Home,Second,First,267,246,513
2961,ODI # 3100,India,Bangladesh,Winner1stInning,Dhaka,"Feb 19, 2011",India,Bangladesh,Away,Home,First,Second,229,215,444
2962,ODI # 3101,New Zealand,Kenya,Winner2ndInning,Chennai,"Feb 20, 2011",New Zealand,India,Neutral,Neutral,Second,First,253,297,550
2963,ODI # 3102,Canada,Sri Lanka,Winner1stInning,Hambantota,"Feb 20, 2011",Sri Lanka,Sri Lanka,Away,Home,Second,First,270,258,528
2964,ODI # 3103,Zimbabwe,Australia,Winner1stInning,Ahmedabad,"Feb 21, 2011",Australia,India,Neutral,Neutral,Second,First,290,186,476
2965,ODI # 3104,Netherlands,England,Winner2ndInning,Nagpur,"Feb 22, 2011",England,India,Neutral,Neutral,First,Second,167,163,330
2966,ODI # 3105,Pakistan,Kenya,Winner1stInning,Hambantota,"Feb 23, 2011",Pakistan,Sri Lanka,Neutral,Neutral,First,Second,176,163,339
2967,ODI # 3106,West Indies,South Africa,Winner2ndInning,Delhi,"Feb 24, 2011",South Africa,India,Neutral,Neutral,First,Second,291,215,506
2968,ODI # 3107,New Zealand,Australia,Winner2ndInning,Nagpur,"Feb 25, 2011",Australia,India,Neutral,Neutral,First,Second,193,209,402
2969,ODI # 3108,Ireland,Bangladesh,Winner1stInning,Dhaka,"Feb 25, 2011",Bangladesh,Bangladesh,Away,Home,Second,First,182,244,426
2970,ODI # 3109,Pakistan,Sri Lanka,Winner1stInning,Colombo,"Feb 26, 2011",Pakistan,Sri Lanka,Away,Home,First,Second,230,254,484
2971,ODI # 3111,Zimbabwe,Canada,Winner1stInning,Nagpur,"Feb 28, 2011",Zimbabwe,India,Neutral,Neutral,First,Second,208,191,399
2972,ODI # 3112,West Indies,Netherlands,Winner1stInning,Delhi,"Feb 28, 2011",West Indies,India,Neutral,Neutral,First,Second,294,161,455
2973,ODI # 3113,Kenya,Sri Lanka,Winner2ndInning,Colombo,"Mar 1, 2011",Sri Lanka,Sri Lanka,Away,Home,First,Second,295,224,519
2974,ODI # 3114,Ireland,England,Winner2ndInning,Bengaluru,"Mar 2, 2011",Ireland,India,Neutral,Neutral,Second,First,220,163,383
2975,ODI # 3115,South Africa,Netherlands,Winner1stInning,Mohali,"Mar 3, 2011",South Africa,,Neutral,Neutral,First,Second,258,164,422
2976,ODI # 3116,Pakistan,Canada,Winner1stInning,Colombo,"Mar 3, 2011",Pakistan,Sri Lanka,Neutral,Neutral,First,Second,167,274,441
2977,ODI # 3117,Zimbabwe,New Zealand,Winner2ndInning,Ahmedabad,"Mar 4, 2011",New Zealand,India,Neutral,Neutral,First,Second,242,286,528
2978,ODI # 3118,West Indies,Bangladesh,Winner2ndInning,Dhaka,"Mar 4, 2011",West Indies,Bangladesh,Away,Home,Second,First,273,265,538
2979,ODI # 3120,South Africa,England,Winner1stInning,Chennai,"Mar 6, 2011",England,India,Neutral,Neutral,Second,First,226,254,480
2980,ODI # 3121,Ireland,India,Winner2ndInning,Bengaluru,"Mar 6, 2011",India,India,Away,Home,First,Second,296,196,492
2981,ODI # 3122,Kenya,Canada,Winner2ndInning,Delhi,"Mar 7, 2011",Canada,India,Neutral,Neutral,First,Second,290,186,476
2982,ODI # 3123,Pakistan,New Zealand,Winner1stInning,Pallekele,"Mar 8, 2011",New Zealand,,Neutral,Neutral,Second,First,220,234,454
2983,ODI # 3124,Netherlands,India,Winner2ndInning,Delhi,"Mar 9, 2011",India,India,Away,Home,First,Second,171,295,466
2984,ODI # 3125,Zimbabwe,Sri Lanka,Winner1stInning,Pallekele,"Mar 10, 2011",Sri Lanka,,Neutral,Neutral,Second,First,157,228,385
2985,ODI # 3126,West Indies,Ireland,Winner1stInning,Mohali,"Mar 11, 2011",West Indies,,Neutral,Neutral,First,Second,220,280,500
2986,ODI # 3127,England,Bangladesh,Winner2ndInning,Chittagong,"Mar 11, 2011",Bangladesh,Bangladesh,Away,Home,First,Second,283,275,558
2987,ODI # 3128,South Africa,India,Winner2ndInning,Nagpur,"Mar 12, 2011",South Africa,India,Away,Home,Second,First,290,260,550
2988,ODI # 3129,New Zealand,Canada,Winner1stInning,Mumbai,"Mar 13, 2011",New Zealand,India,Neutral,Neutral,First,Second,286,194,480
2989,ODI # 3130,Kenya,Australia,Winner1stInning,Bengaluru,"Mar 13, 2011",Australia,India,Neutral,Neutral,Second,First,208,249,457
2990,ODI # 3131,Netherlands,Bangladesh,Winner2ndInning,Chittagong,"Mar 14, 2011",Bangladesh,Bangladesh,Away,Home,First,Second,175,249,424
2991,ODI # 3132,Zimbabwe,Pakistan,Winner2ndInning,Pallekele,"Mar 14, 2011",Pakistan,,Neutral,Neutral,First,Second,279,156,435
2992,ODI # 3133,South Africa,Ireland,Winner1stInning,Kolkata,"Mar 15, 2011",South Africa,India,Neutral,Neutral,First,Second,156,161,317
2993,ODI # 3134,Canada,Australia,Winner2ndInning,Bengaluru,"Mar 16, 2011",Australia,India,Neutral,Neutral,First,Second,204,240,444
2994,ODI # 3135,West Indies,England,Winner1stInning,Chennai,"Mar 17, 2011",England,India,Neutral,Neutral,Second,First,182,241,423
2995,ODI # 3136,Netherlands,Ireland,Winner2ndInning,Kolkata,"Mar 18, 2011",Ireland,India,Neutral,Neutral,First,Second,261,169,430
2996,ODI # 3137,Sri Lanka,New Zealand,Winner1stInning,Mumbai,"Mar 18, 2011",Sri Lanka,India,Neutral,Neutral,First,Second,172,230,402
2997,ODI # 3138,South Africa,Bangladesh,Winner1stInning,Dhaka,"Mar 19, 2011",South Africa,Bangladesh,Away,Home,First,Second,209,227,436
2998,ODI # 3139,Pakistan,Australia,Winner2ndInning,Colombo,"Mar 19, 2011",Pakistan,Sri Lanka,Neutral,Neutral,Second,First,263,269,532
2999,ODI # 3140,Zimbabwe,Kenya,Winner1stInning,Kolkata,"Mar 20, 2011",Zimbabwe,India,Neutral,Neutral,First,Second,164,263,427
3000,ODI # 3141,West Indies,India,Winner1stInning,Chennai,"Mar 20, 2011",India,India,Away,Home,Second,First,168,156,324
3001,ODI # 3142,West Indies,Pakistan,Winner2ndInning,Dhaka,"Mar 23, 2011",Pakistan,Bangladesh,Neutral,Neutral,First,Second,210,191,401
3002,ODI # 3143,Australia,India,Winner2ndInning,Ahmedabad,"Mar 24, 2011",India,India,Away,Home,First,Second,268,298,566
3003,ODI # 3144,South Africa,New Zealand,Winner1stInning,Dhaka,"Mar 25, 2011",New Zealand,Bangladesh,Neutral,Neutral,Second,First,299,235,534
3004,ODI # 3145,England,Sri Lanka,Winner2ndInning,Colombo,"Mar 26, 2011",Sri Lanka,Sri Lanka,Away,Home,First,Second,208,255,463
3005,ODI # 3146,New Zealand,Sri Lanka,Winner2ndInning,Colombo,"Mar 29, 2011",Sri Lanka,Sri Lanka,Away,Home,First,Second,154,244,398
3006,ODI # 3147,Pakistan,India,Winner1stInning,Mohali,"Mar 30, 2011",India,,Neutral,Neutral,Second,First,262,203,465
3007,ODI # 3148,Sri Lanka,India,Winner2ndInning,Mumbai,"Apr 2, 2011",India,India,Away,Home,First,Second,162,202,364
3008,ODI # 3149,Australia,Bangladesh,Winner1stInning,Dhaka,"Apr 9, 2011",Australia,Bangladesh,Away,Home,First,Second,175,205,380
3009,ODI # 3150,Australia,Bangladesh,Winner2ndInning,Dhaka,"Apr 11, 2011",Australia,Bangladesh,Away,Home,Second,First,157,274,431
3010,ODI # 3151,Australia,Bangladesh,Winner1stInning,Dhaka,"Apr 13, 2011",Australia,Bangladesh,Away,Home,First,Second,212,203,415
3011,ODI # 3152,Pakistan,West Indies,Winner2ndInning,Gros Islet,"Apr 23, 2011",Pakistan,West Indies,Away,Home,Second,First,292,296,588
3012,ODI # 3153,Pakistan,West Indies,Winner2ndInning,Gros Islet,"Apr 25, 2011",Pakistan,West Indies,Away,Home,Second,First,244,190,434
3013,ODI # 3154,Pakistan,West Indies,Winner2ndInning,Bridgetown,"Apr 28, 2011",Pakistan,West Indies,Away,Home,Second,First,195,228,423
3014,ODI # 3155,Pakistan,West Indies,Winner1stInning,Bridgetown,"May 2, 2011",West Indies,West Indies,Away,Home,Second,First,177,242,419
3015,ODI # 3156,Pakistan,West Indies,Winner2ndInning,Providence,"May 5, 2011",West Indies,West Indies,Away,Home,First,Second,201,208,409
3016,ODI # 3157,Pakistan,Ireland,Winner2ndInning,Belfast,"May 28, 2011",Pakistan,Ireland,Away,Home,Second,First,175,157,332
3017,ODI # 3158,Pakistan,Ireland,Winner2ndInning,Belfast,"May 30, 2011",Pakistan,Ireland,Away,Home,Second,First,154,283,437
3018,ODI # 3159,India,West Indies,Winner2ndInning,Port of Spain,"Jun 6, 2011",India,West Indies,Away,Home,Second,First,155,155,310
3019,ODI # 3160,India,West Indies,Winner2ndInning,Port of Spain,"Jun 8, 2011",India,West Indies,Away,Home,Second,First,266,208,474
3020,ODI # 3161,India,West Indies,Winner2ndInning,North Sound,"Jun 11, 2011",India,West Indies,Away,Home,Second,First,194,236,430
3021,ODI # 3162,India,West Indies,Winner1stInning,North Sound,"Jun 13, 2011",West Indies,West Indies,Away,Home,Second,First,292,255,547
3022,ODI # 3163,India,West Indies,Winner2ndInning,Kingston,"Jun 16, 2011",West Indies,West Indies,Away,Home,First,Second,180,150,330
3023,ODI # 3164,Netherlands,Scotland,Winner1stInning,Aberdeen,"Jun 28, 2011",Scotland,Scotland,Away,Home,Second,First,249,235,484
3024,ODI # 3165,Sri Lanka,England,Winner1stInning,The Oval,"Jun 28, 2011",England,England,Away,Home,Second,First,258,262,520
3025,ODI # 3166,Netherlands,Scotland,Winner2ndInning,Aberdeen,"Jun 29, 2011",Scotland,Scotland,Away,Home,First,Second,246,175,421
3026,ODI # 3167,Sri Lanka,England,Winner1stInning,Leeds,"Jul 1, 2011",Sri Lanka,England,Away,Home,First,Second,177,169,346
3027,ODI # 3168,Sri Lanka,England,Winner2ndInning,Lord's,"Jul 3, 2011",Sri Lanka,England,Away,Home,Second,First,279,260,539
3028,ODI # 3169,Sri Lanka,England,Winner2ndInning,Nottingham,"Jul 6, 2011",England,England,Away,Home,First,Second,187,273,460
3029,ODI # 3170,Sri Lanka,England,Winner1stInning,Manchester,"Jul 9, 2011",England,England,Away,Home,Second,First,158,172,330
3030,ODI # 3171,Ireland,Scotland,Winner2ndInning,Edinburgh,"Jul 12, 2011",Scotland,Scotland,Away,Home,First,Second,261,199,460
3031,ODI # 3172,Sri Lanka,Scotland,Winner1stInning,Edinburgh,"Jul 13, 2011",Sri Lanka,Scotland,Away,Home,First,Second,199,208,407
3032,ODI # 3173,Afghanistan,Canada,Winner2ndInning,King City,"Aug 7, 2011",Afghanistan,Canada,Away,Home,Second,First,250,239,489
3033,ODI # 3174,Afghanistan,Canada,Winner1stInning,Toronto,"Aug 9, 2011",Afghanistan,Canada,Away,Home,First,Second,278,218,496
3034,ODI # 3175,Australia,Sri Lanka,Winner2ndInning,Pallekele,"Aug 10, 2011",Australia,,Neutral,Neutral,Second,First,209,152,361
3035,ODI # 3176,Bangladesh,Zimbabwe,Winner2ndInning,Harare,"Aug 12, 2011",Zimbabwe,Zimbabwe,Away,Home,First,Second,240,192,432
3036,ODI # 3177,Bangladesh,Zimbabwe,Winner2ndInning,Harare,"Aug 14, 2011",Zimbabwe,Zimbabwe,Away,Home,First,Second,300,213,513
3037,ODI # 3178,Australia,Sri Lanka,Winner2ndInning,Hambantota,"Aug 14, 2011",Australia,Sri Lanka,Away,Home,Second,First,220,210,430
3038,ODI # 3179,Bangladesh,Zimbabwe,Winner1stInning,Harare,"Aug 16, 2011",Zimbabwe,Zimbabwe,Away,Home,Second,First,179,286,465
3039,ODI # 3180,Australia,Sri Lanka,Winner1stInning,Hambantota,"Aug 16, 2011",Sri Lanka,Sri Lanka,Away,Home,Second,First,240,220,460
3040,ODI # 3181,Bangladesh,Zimbabwe,Winner2ndInning,Bulawayo,"Aug 19, 2011",Bangladesh,Zimbabwe,Away,Home,Second,First,186,192,378
3041,ODI # 3182,Australia,Sri Lanka,Winner2ndInning,Colombo,"Aug 20, 2011",Australia,Sri Lanka,Away,Home,Second,First,288,291,579
3042,ODI # 3183,Bangladesh,Zimbabwe,Winner1stInning,Bulawayo,"Aug 21, 2011",Bangladesh,Zimbabwe,Away,Home,First,Second,277,219,496
3043,ODI # 3184,Australia,Sri Lanka,Winner2ndInning,Colombo,"Aug 22, 2011",Sri Lanka,Sri Lanka,Away,Home,First,Second,166,227,393
3044,ODI # 3185,England,Ireland,Winner1stInning,Dublin,"Aug 25, 2011",England,Ireland,Away,Home,First,Second,296,243,539
3045,ODI # 3187,India,England,Winner2ndInning,Southampton,"Sep 6, 2011",England,England,Away,Home,First,Second,242,241,483
3046,ODI # 3188,Pakistan,Zimbabwe,Winner1stInning,Bulawayo,"Sep 8, 2011",Pakistan,Zimbabwe,Away,Home,First,Second,248,195,443
3047,ODI # 3189,India,England,Winner2ndInning,The Oval,"Sep 9, 2011",England,England,Away,Home,First,Second,153,295,448
3048,ODI # 3190,Pakistan,Zimbabwe,Winner2ndInning,Harare,"Sep 11, 2011",Pakistan,Zimbabwe,Away,Home,Second,First,173,227,400
3049,ODI # 3192,Kenya,Netherlands,Winner2ndInning,The Hague,"Sep 12, 2011",Netherlands,Netherlands,Away,Home,First,Second,296,153,449
3050,ODI # 3193,Kenya,Netherlands,Winner2ndInning,The Hague,"Sep 13, 2011",Netherlands,Netherlands,Away,Home,First,Second,206,286,492
3051,ODI # 3194,Pakistan,Zimbabwe,Winner1stInning,Harare,"Sep 14, 2011",Pakistan,Zimbabwe,Away,Home,First,Second,240,205,445
3052,ODI # 3195,India,England,Winner2ndInning,Cardiff,"Sep 16, 2011",England,England,Away,Home,First,Second,191,206,397
3053,ODI # 3196,Canada,Ireland,Winner1stInning,Dublin,"Sep 19, 2011",Ireland,Ireland,Away,Home,Second,First,292,158,450
3054,ODI # 3197,Canada,Ireland,Winner1stInning,Dublin,"Sep 20, 2011",Ireland,Ireland,Away,Home,Second,First,180,235,415
3055,ODI # 3198,West Indies,Bangladesh,Winner1stInning,Dhaka,"Oct 13, 2011",West Indies,Bangladesh,Away,Home,First,Second,285,261,546
3056,ODI # 3199,England,India,Winner1stInning,Hyderabad,"Oct 14, 2011",India,India,Away,Home,Second,First,285,160,445
3057,ODI # 3200,West Indies,Bangladesh,Winner2ndInning,Dhaka,"Oct 15, 2011",West Indies,Bangladesh,Away,Home,Second,First,264,221,485
3058,ODI # 3201,England,India,Winner2ndInning,Delhi,"Oct 17, 2011",India,India,Away,Home,First,Second,198,227,425
3059,ODI # 3202,West Indies,Bangladesh,Winner2ndInning,Chittagong,"Oct 18, 2011",Bangladesh,Bangladesh,Away,Home,First,Second,237,265,502
3060,ODI # 3203,Australia,South Africa,Winner1stInning,Centurion,"Oct 19, 2011",Australia,South Africa,Away,Home,First,Second,289,184,473
3061,ODI # 3204,New Zealand,Zimbabwe,Winner2ndInning,Harare,"Oct 20, 2011",New Zealand,Zimbabwe,Away,Home,Second,First,224,164,388
3062,ODI # 3205,England,India,Winner2ndInning,Mohali,"Oct 20, 2011",India,,Neutral,Neutral,First,Second,197,276,473
3063,ODI # 3206,New Zealand,Zimbabwe,Winner2ndInning,Harare,"Oct 22, 2011",New Zealand,Zimbabwe,Away,Home,Second,First,176,238,414
3064,ODI # 3207,England,India,Winner2ndInning,Mumbai,"Oct 23, 2011",India,India,Away,Home,First,Second,214,159,373
3065,ODI # 3208,Australia,South Africa,Winner1stInning,Port Elizabeth,"Oct 23, 2011",South Africa,South Africa,Away,Home,Second,First,259,155,414
3066,ODI # 3209,New Zealand,Zimbabwe,Winner2ndInning,Bulawayo,"Oct 25, 2011",Zimbabwe,Zimbabwe,Away,Home,First,Second,238,204,442
3067,ODI # 3210,England,India,Winner1stInning,Kolkata,"Oct 25, 2011",India,India,Away,Home,Second,First,254,293,547
3068,ODI # 3211,Australia,South Africa,Winner2ndInning,Durban,"Oct 28, 2011",Australia,South Africa,Away,Home,Second,First,261,210,471
3069,ODI # 3212,Sri Lanka,Pakistan,Winner2ndInning,Dubai,"Nov 11, 2011",Pakistan,U.A.E.,Neutral,Neutral,First,Second,170,286,456
3070,ODI # 3213,Sri Lanka,Pakistan,Winner1stInning,Dubai,"Nov 14, 2011",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second,296,295,591
3071,ODI # 3214,Sri Lanka,Pakistan,Winner1stInning,Dubai,"Nov 18, 2011",Pakistan,U.A.E.,Neutral,Neutral,Second,First,293,201,494
3072,ODI # 3215,Sri Lanka,Pakistan,Winner1stInning,Sharjah,"Nov 20, 2011",Pakistan,U.A.E.,Neutral,Neutral,Second,First,190,275,465
3073,ODI # 3216,Sri Lanka,Pakistan,Winner2ndInning,Abu Dhabi,"Nov 23, 2011",Pakistan,U.A.E.,Neutral,Neutral,First,Second,222,155,377
3074,ODI # 3217,West Indies,India,Winner2ndInning,Cuttack,"Nov 29, 2011",India,India,Away,Home,First,Second,258,284,542
